nan nan
-122.999976	37.992621
-123.004083	37.993207
-123.005550	37.993207
-123.006723	37.994087
-123.007897	37.994381
-123.008777	37.994967
-123.009363	37.994674
-123.009657	37.994381
-123.010243	37.994381
-123.011123	37.994967
-123.011710	37.994967
-123.012297	37.994381
-123.014350	37.994087
-123.015230	37.993207
-123.015817	37.993207
-123.016404	37.994087
-123.018457	37.994087
-123.019924	37.994381
-123.021097	37.994674
-123.021684	37.994087
-123.022271	37.994087
-123.022858	37.994381
-123.024911	37.996434
-123.024911	37.999368
nan nan
-123.024911	37.999368
-123.024911	37.999954
nan nan
-122.366624	37.999954
-122.366330	37.997608
-122.365157	37.996141
-122.363397	37.996141
-122.362517	37.995261
-122.361637	37.995261
-122.359583	37.993207
-122.360463	37.992621
-122.360463	37.990860
-122.361343	37.989980
-122.361343	37.987634
-122.362223	37.986753
-122.362223	37.985873
-122.364570	37.983233
-122.364570	37.981473
-122.367211	37.979126
-122.367211	37.978246
-122.369264	37.976193
-122.371024	37.976193
-122.371611	37.975313
-122.375718	37.975313
-122.376598	37.976193
-122.377478	37.976193
-122.378358	37.977073
-122.383345	37.977073
-122.384225	37.976193
-122.385105	37.976193
-122.385398	37.975899
-122.385398	37.973259
-122.385985	37.972966
-122.387452	37.972966
-122.388039	37.972379
-122.388039	37.971792
-122.389212	37.970326
-122.395079	37.970326
-122.395959	37.969446
-122.400946	37.969446
-122.401240	37.969152
-122.401240	37.968272
-122.400360	37.967392
-122.400360	37.965925
-122.400066	37.965339
-122.399186	37.965339
-122.398893	37.965045
-122.398893	37.964165
-122.396839	37.962112
-122.395079	37.962112
-122.394492	37.961525
-122.394492	37.958298
-122.393612	37.957418
-122.394199	37.957125
-122.395079	37.958005
-122.395959	37.958005
-122.396839	37.958591
-122.399186	37.958591
-122.399479	37.958298
-122.399479	37.957418
-122.399186	37.957125
-122.398306	37.957125
-122.396253	37.955071
-122.396253	37.954191
-122.396839	37.953898
-122.397426	37.953898
-122.398306	37.953018
-122.399186	37.953018
-122.400066	37.953898
-122.400946	37.953898
-122.401533	37.954484
-122.402413	37.954484
-122.403293	37.955365
-122.405053	37.955365
-122.405933	37.956245
-122.408280	37.956245
-122.409160	37.957125
-122.410040	37.957125
-122.410334	37.957418
-122.410334	37.960058
